Stock Name,Ticker,Trendlyne ID,Research Report URL,MarketCap,Industry Name,Sector Name,BSE Ticker
Vishal Mega Mart Ltd,VMM,2839786,https://trendlyne.com/research-reports/stock/2839786/VMM/,5.04E+11,Department Stores,Retailing,544307
Upl Ltd,UPL,1455,https://trendlyne.com/research-reports/stock/1455/UPL/,5.01E+11,,,
Knowledge Realty Trust,KRT,3203669,https://trendlyne.com/research-reports/stock/3203669/KRT/,5.01E+11,REITs-InvITs,Realty,544481
The Fertilisers And Chemicals Travancore Ltd,FACT,405,https://trendlyne.com/research-reports/stock/405/FACT/,5.01E+11,Fertilizers,Fertilizers,590024
Colgate Palmolive India Ltd,COLPAL,276,https://trendlyne.com/research-reports/stock/276/COLPAL/,4.98E+11,,,
Tube Investments Of India Ltd,TIINDIA,67548,https://trendlyne.com/research-reports/stock/67548/TIINDIA/,4.97E+11,Auto Parts & Equipment,Automobiles & Auto Components,540762
Prestige Estates Projects Ltd,PRESTIGE,1071,https://trendlyne.com/research-reports/stock/1071/PRESTIGE/,4.96E+11,Realty,Realty,533274
Berger Paints India Ltd,BERGEPAINT,178,https://trendlyne.com/research-reports/stock/178/BERGEPAINT/,4.94E+11,,,
Bank Of Maharashtra,MAHABANK,815,https://trendlyne.com/research-reports/stock/815/MAHABANK/,4.91E+11,Banks,Banking and Finance,532525
Hdb Financial Services Ltd,HDBFS,3147463,https://trendlyne.com/research-reports/stock/3147463/HDBFS/,4.80E+11,Finance (including NBFCs),Banking and Finance,544429
Hindustan Copper Ltd,HINDCOPPER,551,https://trendlyne.com/research-reports/stock/551/HINDCOPPER/,4.79E+11,,,
Supreme Industries Ltd,SUPREMEIND,1324,https://trendlyne.com/research-reports/stock/1324/SUPREMEIND/,4.63E+11,,,
Godrej Properties Ltd,GODREJPROP,478,https://trendlyne.com/research-reports/stock/478/GODREJPROP/,4.54E+11,Realty,Realty,533150
Bharat Dynamics Ltd,BDL,80210,https://trendlyne.com/research-reports/stock/80210/BDL/,4.35E+11,Aerospace & Defence,General Industrials,541143
Pi Industries Ltd,PIIND,1038,https://trendlyne.com/research-reports/stock/1038/PIIND/,4.24E+11,Agrochemicals,Chemicals & Petrochemicals,523642
Mphasis Ltd,MPHASIS,881,https://trendlyne.com/research-reports/stock/881/MPHASIS/,4.20E+11,IT Consulting & Software,Software & Services,526299
Astral Ltd,ASTRAL,122,https://trendlyne.com/research-reports/stock/122/ASTRAL/,4.17E+11,Plastic Products,General Industrials,532830
Premier Energies Ltd,PREMIERENE,2571009,https://trendlyne.com/research-reports/stock/2571009/PREMIERENE/,4.16E+11,Other Electrical Equipment/Products,Consumer Durables,544238
Motilal Oswal Financial Services Ltd,MOTILALOFS,879,https://trendlyne.com/research-reports/stock/879/MOTILALOFS/,4.12E+11,Capital Markets,Banking and Finance,532892
Indian Railway Catering Tourism Corporation Ltd,IRCTC,167028,https://trendlyne.com/research-reports/stock/167028/IRCTC/,4.09E+11,Travel Support Services,Diversified Consumer Services,542830
Heubach Colorants India Ltd,HEUBACHIND,270,https://trendlyne.com/research-reports/stock/270/HEUBACHIND/,0,,,
Voltas Ltd,VOLTAS,1500,https://trendlyne.com/research-reports/stock/1500/VOLTAS/,4.09E+11,,,
Embassy Office Parks Reit,EMBASSY,139325,https://trendlyne.com/research-reports/stock/139325/EMBASSY/,4.08E+11,REITs-InvITs,Realty,542602
Coforge Ltd,COFORGE,942,https://trendlyne.com/research-reports/stock/942/COFORGE/,4.07E+11,IT Consulting & Software,Software & Services,532541
Kalyan Jewellers India Ltd,KALYANKJIL,447071,https://trendlyne.com/research-reports/stock/447071/KALYANKJIL/,4.07E+11,Gems & Jewellery,Textiles Apparels & Accessories,543278
Piramal Finance Ltd,PIRAMALFIN,3322124,https://trendlyne.com/research-reports/stock/3322124/PIRAMALFIN/,4.00E+11,Finance (including NBFCs),Banking and Finance,544597
Balkrishna Industries Ltd,BALKRISIND,153,https://trendlyne.com/research-reports/stock/153/BALKRISIND/,4.00E+11,,,
Jk Cement Ltd,JKCEMENT,683,https://trendlyne.com/research-reports/stock/683/JKCEMENT/,4.00E+11,Cement & Cement Products,Cement and Construction,532644
Mahindra Mahindra Financial Services Ltd,M&MFIN,808,https://trendlyne.com/research-reports/stock/808/M&MFIN/,3.96E+11,Finance (including NBFCs),Banking and Finance,532720
Tata Communications Ltd,TATACOMM,1357,https://trendlyne.com/research-reports/stock/1357/TATACOMM/,3.95E+11,,,
Apar Industries Ltd,APARINDS,88,https://trendlyne.com/research-reports/stock/88/APARINDS/,3.95E+11,Other Electrical Equipment/Products,Consumer Durables,532259
United Breweries Ltd,UBL,1437,https://trendlyne.com/research-reports/stock/1437/UBL/,3.93E+11,Breweries & Distilleries,"Food, Beverages & Tobacco",532478
Glaxosmithkline Pharmaceuticals Ltd,GLAXO,463,https://trendlyne.com/research-reports/stock/463/GLAXO/,3.92E+11,,,
Kei Industries Ltd,KEI,729,https://trendlyne.com/research-reports/stock/729/KEI/,3.87E+11,,,
Nlc India Ltd,NLCINDIA,935,https://trendlyne.com/research-reports/stock/935/NLCINDIA/,3.86E+11,,,
Petronet Lng Ltd,PETRONET,1025,https://trendlyne.com/research-reports/stock/1025/PETRONET/,3.82E+11,Oil Marketing & Distribution,Oil & Gas,532522
360 One Wam Ltd,360ONE,166089,https://trendlyne.com/research-reports/stock/166089/360ONE/,3.79E+11,Capital Markets,Banking and Finance,542772
Page Industries Ltd,PAGEIND,994,https://trendlyne.com/research-reports/stock/994/PAGEIND/,3.79E+11,Other Apparels & Accessories,Textiles Apparels & Accessories,532827
Ipca Laboratories Ltd,IPCALAB,642,https://trendlyne.com/research-reports/stock/642/IPCALAB/,3.78E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,524494
Thermax Ltd,THERMAX,1387,https://trendlyne.com/research-reports/stock/1387/THERMAX/,3.71E+11,,,
Anthem Biosciences Ltd,ANTHEM,3161384,https://trendlyne.com/research-reports/stock/3161384/ANTHEM/,3.71E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,544449
Authum Investment Infrastructure Ltd,AIIL,4204,https://trendlyne.com/research-reports/stock/4204/AIIL/,3.56E+11,Finance (including NBFCs),Banking and Finance,539177
L T Technology Services Ltd,LTTS,4708,https://trendlyne.com/research-reports/stock/4708/LTTS/,3.55E+11,IT Consulting & Software,Software & Services,540115
Gujarat Fluorochemicals Ltd,FLUOROCHEM,169265,https://trendlyne.com/research-reports/stock/169265/FLUOROCHEM/,3.52E+11,Specialty Chemicals,Chemicals & Petrochemicals,542812
Radico Khaitan Ltd,RADICO,1090,https://trendlyne.com/research-reports/stock/1090/RADICO/,3.51E+11,Breweries & Distilleries,"Food, Beverages & Tobacco",532497
Ajanta Pharma Ltd,AJANTPHARM,49,https://trendlyne.com/research-reports/stock/49/AJANTPHARM/,3.49E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,532331
Cochin Shipyard Ltd,COCHINSHIP,57095,https://trendlyne.com/research-reports/stock/57095/COCHINSHIP/,3.46E+11,Marine Port & Services,Transportation,540678
Aia Engineering Ltd,AIAENG,46,https://trendlyne.com/research-reports/stock/46/AIAENG/,3.43E+11,Castings & Forgings,General Industrials,532683
Aster Dm Healthcare Ltd,ASTERDM,77534,https://trendlyne.com/research-reports/stock/77534/ASTERDM/,3.41E+11,Healthcare Facilities,Healthcare,540975
Dalmia Bharat Ltd,DALBHARAT,120412,https://trendlyne.com/research-reports/stock/120412/DALBHARAT/,3.37E+11,Cement & Cement Products,Cement and Construction,542216
Housing And Urban Development Corporation Ltd,HUDCO,54143,https://trendlyne.com/research-reports/stock/54143/HUDCO/,3.36E+11,Financial Institutions,Banking and Finance,540530
3M India Ltd,3MINDIA,10,https://trendlyne.com/research-reports/stock/10/3MINDIA/,3.35E+11,Industrial Machinery,General Industrials,523395
Container Corporation Of India Ltd,CONCOR,279,https://trendlyne.com/research-reports/stock/279/CONCOR/,3.35E+11,Warehousing & Logistics,Transportation,531344
Narayana Hrudayalaya Ltd,NH,1886,https://trendlyne.com/research-reports/stock/1886/NH/,3.32E+11,Healthcare Facilities,Healthcare,539551
Indian Renewable Energy Development Agency Ltd,IREDA,1791996,https://trendlyne.com/research-reports/stock/1791996/IREDA/,3.23E+11,Financial Institutions,Banking and Finance,544026
Poonawalla Fincorp Ltd,POONAWALLA,813,https://trendlyne.com/research-reports/stock/813/POONAWALLA/,3.20E+11,Finance (including NBFCs),Banking and Finance,524000
Mangalore Refinery And Petrochemicals Ltd,MRPL,885,https://trendlyne.com/research-reports/stock/885/MRPL/,3.20E+11,,,
Delhivery Ltd,DELHIVERY,888524,https://trendlyne.com/research-reports/stock/888524/DELHIVERY/,3.19E+11,Warehousing & Logistics,Transportation,543529
National Highways Infra Trust,NHIT,724229,https://trendlyne.com/research-reports/stock/724229/NHIT/,3.18E+11,REITs-InvITs,Utilities,543385
Endurance Technologies Ltd,ENDURANCE,4797,https://trendlyne.com/research-reports/stock/4797/ENDURANCE/,3.17E+11,Auto Parts & Equipment,Automobiles & Auto Components,540153
Procter Gamble Hygiene Healthcare Ltd,PGHH,1032,https://trendlyne.com/research-reports/stock/1032/PGHH/,3.17E+11,,,
J B Chemicals Pharmaceuticals Ltd,JBCHEPHARM,665,https://trendlyne.com/research-reports/stock/665/JBCHEPHARM/,3.15E+11,,,
Blue Star Ltd,BLUESTARCO,209,https://trendlyne.com/research-reports/stock/209/BLUESTARCO/,3.14E+11,,,
Escorts Kubota Ltd,ESCORTS,387,https://trendlyne.com/research-reports/stock/387/ESCORTS/,3.13E+11,,,
Sona Blw Precision Forgings Ltd,SONACOMS,547977,https://trendlyne.com/research-reports/stock/547977/SONACOMS/,3.09E+11,Auto Parts & Equipment,Automobiles & Auto Components,543300
Itc Hotels Ltd,ITCHOTELS,2956218,https://trendlyne.com/research-reports/stock/2956218/ITCHOTELS/,3.08E+11,Hotels,Hotels Restaurants & Tourism,544325
Navin Fluorine International Ltd,NAVINFLUOR,914,https://trendlyne.com/research-reports/stock/914/NAVINFLUOR/,3.02E+11,Commodity Chemicals,Chemicals & Petrochemicals,532504
Central Bank Of India,CENTRALBK,250,https://trendlyne.com/research-reports/stock/250/CENTRALBK/,3.01E+11,Banks,Banking and Finance,532885
Uco Bank,UCOBANK,1439,https://trendlyne.com/research-reports/stock/1439/UCOBANK/,3.00E+11,Banks,Banking and Finance,532505
Godfrey Phillips India Ltd,GODFRYPHLP,475,https://trendlyne.com/research-reports/stock/475/GODFRYPHLP/,2.98E+11,,,
Go Digit General Insurance Ltd,GODIGIT,2266638,https://trendlyne.com/research-reports/stock/2266638/GODIGIT/,2.96E+11,General Insurance,Banking and Finance,544179
Tata Investment Corporation Ltd,TATAINVEST,1360,https://trendlyne.com/research-reports/stock/1360/TATAINVEST/,2.95E+11,,,
Jubilant Foodworks Ltd,JUBLFOOD,701,https://trendlyne.com/research-reports/stock/701/JUBLFOOD/,2.95E+11,Restaurants,Hotels Restaurants & Tourism,533155
Emcure Pharmaceuticals Ltd,EMCURE,2393790,https://trendlyne.com/research-reports/stock/2393790/EMCURE/,2.93E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,544210
Ather Energy Ltd,ATHERENERG,3080909,https://trendlyne.com/research-reports/stock/3080909/ATHERENERG/,2.92E+11,2/3 Wheelers,Automobiles & Auto Components,544397
Lic Housing Finance Ltd,LICHSGFIN,790,https://trendlyne.com/research-reports/stock/790/LICHSGFIN/,2.85E+11,,,
Kpr Mill Ltd,KPRMILL,764,https://trendlyne.com/research-reports/stock/764/KPRMILL/,2.84E+11,Textiles,Textiles Apparels & Accessories,532889
Godrej Industries Ltd,GODREJIND,477,https://trendlyne.com/research-reports/stock/477/GODREJIND/,2.84E+11,,,
Tvs Holdings Ltd,TVSHLTD,1309,https://trendlyne.com/research-reports/stock/1309/TVSHLTD/,2.83E+11,Auto Parts & Equipment,Automobiles & Auto Components,520056
Mindspace Business Parks Reit,MINDSPACE,250865,https://trendlyne.com/research-reports/stock/250865/MINDSPACE/,2.79E+11,REITs-InvITs,Realty,543217
Force Motors Ltd,FORCEMOT,2028,https://trendlyne.com/research-reports/stock/2028/FORCEMOT/,2.78E+11,,,
Gland Pharma Ltd,GLAND,338662,https://trendlyne.com/research-reports/stock/338662/GLAND/,2.78E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,543245
Megasoft Ltd,MEGASOFT,854,https://trendlyne.com/research-reports/stock/854/MEGASOFT/,2.78E+11,,,
Star Health And Allied Insurance Company Ltd,STARHEALTH,746520,https://trendlyne.com/research-reports/stock/746520/STARHEALTH/,2.76E+11,General Insurance,Banking and Finance,543412
Crisil Ltd,CRISIL,292,https://trendlyne.com/research-reports/stock/292/CRISIL/,2.71E+11,,,
Hexaware Technologies Ltd,HEXT,2974675,https://trendlyne.com/research-reports/stock/2974675/HEXT/,2.70E+11,IT Consulting & Software,Software & Services,544362
Global Health Ltd,MEDANTA,1108489,https://trendlyne.com/research-reports/stock/1108489/MEDANTA/,2.69E+11,Healthcare Facilities,Healthcare,543654
Anand Rathi Wealth Ltd,ANANDRATHI,747241,https://trendlyne.com/research-reports/stock/747241/ANANDRATHI/,2.66E+11,Capital Markets,Banking and Finance,543415
Zf Commercial Vehicle Control Systems India Ltd,ZFCVINDIA,1508,https://trendlyne.com/research-reports/stock/1508/ZFCVINDIA/,2.65E+11,Auto Parts & Equipment,Automobiles & Auto Components,533023
Aditya Birla Sun Life Amc Ltd,ABSLAMC,674158,https://trendlyne.com/research-reports/stock/674158/ABSLAMC/,2.65E+11,Asset Management Cos.,Banking and Finance,543374
Sjvn Ltd,SJVN,1250,https://trendlyne.com/research-reports/stock/1250/SJVN/,2.65E+11,Green & Renewable Energy,Utilities,533206
Tata Elxsi Ltd,TATAELXSI,1358,https://trendlyne.com/research-reports/stock/1358/TATAELXSI/,2.64E+11,,,
Karur Vysya Bank Ltd,KARURVYSYA,721,https://trendlyne.com/research-reports/stock/721/KARURVYSYA/,2.64E+11,Banks,Banking and Finance,590003
Irb Infrastructure Developers Ltd,IRB,644,https://trendlyne.com/research-reports/stock/644/IRB/,2.63E+11,Roads & Highways,Cement and Construction,532947
Cholamandalam Financial Holdings Ltd,CHOLAHLDNG,1424,https://trendlyne.com/research-reports/stock/1424/CHOLAHLDNG/,2.63E+11,,,
Apollo Tyres Ltd,APOLLOTYRE,94,https://trendlyne.com/research-reports/stock/94/APOLLOTYRE/,2.59E+11,,,
El Forge Ltd,ELFORGE,370,https://trendlyne.com/research-reports/stock/370/ELFORGE/,0,,,
Garden Reach Shipbuilders Engineers Ltd,GRSE,105874,https://trendlyne.com/research-reports/stock/105874/GRSE/,2.58E+11,Aerospace & Defence,General Industrials,542011
Physicswallah Ltd,PWL,3321514,https://trendlyne.com/research-reports/stock/3321514/PWL/,2.57E+11,Education,Diversified Consumer Services,544609
Prime Focus Ltd,PFOCUS,1028,https://trendlyne.com/research-reports/stock/1028/PFOCUS/,2.57E+11,Movies & Entertainment,Media,532748
Metro Brands Ltd,METROBRAND,750564,https://trendlyne.com/research-reports/stock/750564/METROBRAND/,2.56E+11,Footwear,Retailing,543426
Exide Industries Ltd,EXIDEIND,404,https://trendlyne.com/research-reports/stock/404/EXIDEIND/,2.54E+11,,,
Timken India Ltd,TIMKEN,1399,https://trendlyne.com/research-reports/stock/1399/TIMKEN/,2.52E+11,Abrasives & Bearings,General Industrials,522113
Krishna Institute Of Medical Sciences Ltd,KIMS,555690,https://trendlyne.com/research-reports/stock/555690/KIMS/,2.51E+11,Healthcare Facilities,Healthcare,543308
Acc Ltd,ACC,22,https://trendlyne.com/research-reports/stock/22/ACC/,2.49E+11,,,
Gillette India Ltd,GILLETTE,456,https://trendlyne.com/research-reports/stock/456/GILLETTE/,2.47E+11,,,
Motherson Sumi Wiring India Ltd,MSUMI,856676,https://trendlyne.com/research-reports/stock/856676/MSUMI/,2.46E+11,Auto Parts & Equipment,Automobiles & Auto Components,543498
Iti Ltd,ITI,649,https://trendlyne.com/research-reports/stock/649/ITI/,2.45E+11,Telecom Equipment,Telecommunications Equipment,523610
Awl Agri Business Ltd,AWL,755501,https://trendlyne.com/research-reports/stock/755501/AWL/,2.39E+11,Edible Oils,FMCG,543458
Honeywell Automation India Ltd,HONAUT,569,https://trendlyne.com/research-reports/stock/569/HONAUT/,2.38E+11,,,
Kaynes Technology India Ltd,KAYNES,1124672,https://trendlyne.com/research-reports/stock/1124672/KAYNES/,2.37E+11,Other Electrical Equipment/Products,Consumer Durables,543664
Bandhan Bank Ltd,BANDHANBNK,79883,https://trendlyne.com/research-reports/stock/79883/BANDHANBNK/,2.36E+11,Banks,Banking and Finance,541153
Sun Tv Network Ltd,SUNTV,1318,https://trendlyne.com/research-reports/stock/1318/SUNTV/,2.35E+11,Broadcasting & Cable TV,Media,532733
Inventurus Knowledge Solutions Ltd,IKS,2842042,https://trendlyne.com/research-reports/stock/2842042/IKS/,2.30E+11,Healthcare Services,Healthcare,544309
Nexus Select Trust Reit,NXST,1452281,https://trendlyne.com/research-reports/stock/1452281/NXST/,2.28E+11,REITs-InvITs,Realty,543913
Himadri Speciality Chemical Ltd,HSCL,529,https://trendlyne.com/research-reports/stock/529/HSCL/,2.28E+11,,,
Nbcc India Ltd,NBCC,916,https://trendlyne.com/research-reports/stock/916/NBCC/,2.24E+11,Construction & Engineering,Cement and Construction,534309
Pfizer Ltd,PFIZER,1027,https://trendlyne.com/research-reports/stock/1027/PFIZER/,2.24E+11,,,
Welspun Corp Ltd,WELCORP,1514,https://trendlyne.com/research-reports/stock/1514/WELCORP/,2.23E+11,Iron & Steel Products,Metals & Mining,532144
Dr Lal Pathlabs Ltd,LALPATHLAB,1877,https://trendlyne.com/research-reports/stock/1877/LALPATHLAB/,2.23E+11,Healthcare Services,Healthcare,539524
Shyam Metalics And Energy Ltd,SHYAMMETL,546490,https://trendlyne.com/research-reports/stock/546490/SHYAMMETL/,2.21E+11,Iron & Steel/Interm.Products,Metals & Mining,543299
Amber Enterprises India Ltd,AMBER,73518,https://trendlyne.com/research-reports/stock/73518/AMBER/,2.21E+11,Consumer Electronics,Consumer Durables,540902
Ptc Industries Ltd,PTCIL,4156,https://trendlyne.com/research-reports/stock/4156/PTCIL/,2.21E+11,Other Industrial Products,General Industrials,539006
Tata Technologies Ltd,TATATECH,1792699,https://trendlyne.com/research-reports/stock/1792699/TATATECH/,2.20E+11,IT Software Products,Software & Services,544028
Angel One Ltd,ANGELONE,300864,https://trendlyne.com/research-reports/stock/300864/ANGELONE/,2.19E+11,Capital Markets,Banking and Finance,543235
The Ramco Cements Ltd,RAMCOCEM,1103,https://trendlyne.com/research-reports/stock/1103/RAMCOCEM/,2.19E+11,,,
Schneider Electric Infrastructure Ltd,SCHNEIDER,1195,https://trendlyne.com/research-reports/stock/1195/SCHNEIDER/,2.17E+11,Heavy Electrical Equipment,General Industrials,534139
Manappuram Finance Ltd,MANAPPURAM,827,https://trendlyne.com/research-reports/stock/827/MANAPPURAM/,2.17E+11,Finance (including NBFCs),Banking and Finance,531213
Tenneco Clean Air India Ltd,TENNIND,3321513,https://trendlyne.com/research-reports/stock/3321513/TENNIND/,2.14E+11,Auto Parts & Equipment,Automobiles & Auto Components,544612
Bayer Cropscience Ltd,BAYERCROP,169,https://trendlyne.com/research-reports/stock/169/BAYERCROP/,2.14E+11,,,
Gujarat Gas Ltd,GUJGASLTD,515,https://trendlyne.com/research-reports/stock/515/GUJGASLTD/,2.12E+11,Utilities:Non-Electrical,Utilities,539336
Aditya Infotech Ltd,CPPLUS,3195212,https://trendlyne.com/research-reports/stock/3195212/CPPLUS/,2.12E+11,IT Networking Equipment,Hardware Technology & Equipment,544466
Asahi India Glass Ltd,ASAHIINDIA,107,https://trendlyne.com/research-reports/stock/107/ASAHIINDIA/,2.09E+11,,,
Kiocl Ltd,KIOCL,71293,https://trendlyne.com/research-reports/stock/71293/KIOCL/,2.08E+11,Iron & Steel/Interm.Products,Metals & Mining,540680
Nuvama Wealth Management Ltd,NUVAMA,1715909,https://trendlyne.com/research-reports/stock/1715909/NUVAMA/,2.08E+11,Capital Markets,Banking and Finance,543988
Aegis Logistics Ltd,AEGISLOG,35,https://trendlyne.com/research-reports/stock/35/AEGISLOG/,2.07E+11,,,
Wockhardt Ltd,WOCKPHARMA,1527,https://trendlyne.com/research-reports/stock/1527/WOCKPHARMA/,2.07E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,532300
Great Eastern Shipping Company Ltd,GESHIP,452,https://trendlyne.com/research-reports/stock/452/GESHIP/,2.06E+11,,,
Brookfield India Real Estate Trust,BIRET,414152,https://trendlyne.com/research-reports/stock/414152/BIRET/,2.05E+11,REITs-InvITs,Realty,543261
Indraprastha Gas Ltd,IGL,596,https://trendlyne.com/research-reports/stock/596/IGL/,2.05E+11,Utilities:Non-Electrical,Utilities,532514
Pnb Housing Finance Ltd,PNBHOUSING,4826,https://trendlyne.com/research-reports/stock/4826/PNBHOUSING/,2.04E+11,Housing Finance,Banking and Finance,540173
Sai Life Science Ltd,SAILIFE,2840733,https://trendlyne.com/research-reports/stock/2840733/SAILIFE/,2.03E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,544306
Cesc Ltd,CESC,256,https://trendlyne.com/research-reports/stock/256/CESC/,2.03E+11,,,
